"Joyent","API Nameg4-highcpu-128M","0","0","2","-1","-1","http://dbpedia.org/page/Linux","","","","2.19"
"Joyent","API Nameg4-highcpu-128M","0","0","2","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","45.99"
"Joyent","API Nameg4-highcpu-256M","0","0","5","-1","-1","http://dbpedia.org/page/Linux","","","","5.11"
"Joyent","API Nameg4-highcpu-256M","0","0","5","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","48.91"
"Joyent","API Nameg4-highcpu-512M","0","0","10","-1","-1","http://dbpedia.org/page/Linux","","","","9.49"
"Joyent","API Nameg4-highcpu-512M","0","0","10","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","53.29"
"Joyent","API Nameg4-highcpu-1G","0","1","25","-1","-1","http://dbpedia.org/page/Linux","","","","18.98"
"Joyent","API Nameg4-highcpu-1G","0","1","25","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","62.78"
"Joyent","API Nameg4-highcpu-2G","1","2","50","-1","-1","http://dbpedia.org/page/Linux","","","","38.69"
"Joyent","API Nameg4-highcpu-2G","1","2","50","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","82.49"
"Joyent","API Nameg4-highcpu-4G","2","4","100","-1","-1","http://dbpedia.org/page/Linux","","","","76.65"
"Joyent","API Nameg4-highcpu-4G","2","4","100","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","120.45"
"Joyent","API Nameg4-highcpu-8G","4","8","200","-1","-1","http://dbpedia.org/page/Linux","","","","153.3"
"Joyent","API Nameg4-highcpu-8G","4","8","200","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","197.1"
"Joyent","API Nameg4-highcpu-16G","8","16","400","-1","-1","http://dbpedia.org/page/Linux","","","","306.6"
"Joyent","API Nameg4-highcpu-16G","8","16","400","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","350.4"
"Joyent","API Nameg4-highcpu-32G","16","32","800","-1","-1","http://dbpedia.org/page/Linux","","","","613.2"
"Joyent","API Nameg4-highcpu-32G","16","32","800","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","657.0"
"Joyent","API Nameg4-highcpu-64G","32","64","1600","-1","-1","http://dbpedia.org/page/Linux","","","","1226.4"
"Joyent","API Nameg4-highcpu-64G","32","64","1600","-1","-1","http://dbpedia.org/page/Microsoft_Windows","","","","1270.2"
