"ZippyCloud","","1.0","1.0","-1.0","30.0","-1.0","","","","","10.0"
"ZippyCloud","","1.0","2.0","-1.0","30.0","-1.0","","","","","20.0"
"ZippyCloud","","1.0","4.0","-1.0","40.0","-1.0","","","","","40.0"
"ZippyCloud","","2.0","8.0","-1.0","80.0","-1.0","","","","","80.0"
"ZippyCloud","","4.0","16.0","-1.0","160.0","-1.0","","","","","160.0"
"ZippyCloud","","8.0","32.0","-1.0","320.0","-1.0","","","","","320.0"
"ZippyCloud","","16.0","64.0","-1.0","640.0","-1.0","","","","","640.0"
"ZippyCloud","","24.0","96.0","-1.0","960.0","-1.0","","","","","960.0"
"ZippyCloud","","32.0","128.0","-1.0","1280.0","-1.0","","","","","1280.0"
