CloudSigma,Small-2,1,1,-1,50,5,,dollar,,Unlimited IPs,14
CloudSigma,Small-3,1,2,-1,50,5,,dollar,,Unlimited IPs,20
CloudSigma,Medium-1,2,2,-1,50,5,,dollar,,Unlimited IPs,34
CloudSigma,Medium-3,4,8,-1,80,5,,dollar,,Unlimited IPs,96
CloudSigma,Large-1,8,16,-1,160,5,,dollar,,Unlimited IPs,203
CloudSigma,Large-2,12,32,-1,320,5,,dollar,,Unlimited IPs,361
CloudSigma,Large-3,16,48,-1,480,5,,dollar,,Unlimited IPs,519
CloudSigma,XLarge,20,64,-1,640,5,,dollar,,Unlimited IPs,677
