"Linode","Linode 2GB","1","2","-1","24","2","","","","","10.0"
"Linode","Linode 4GB","2","4","-1","48","3","","","","","20.0"
"Linode","Linode 8GB","4","8","-1","96","4","","","","","40.0"
"Linode","Linode 12GB","6","12","-1","192","8","","","","","80.0"
"Linode","Linode 24GB","8","24","-1","384","16","","","","","160.0"
"Linode","Linode 48GB","12","48","-1","768","20","","","","","320.0"
"Linode","Linode 64GB","16","64","-1","1152","20","","","","","480.0"
"Linode","Linode 80GB","20","80","-1","1536","20","","","","","640.0"
"Linode","Linode 120GB","20","120","-1","1920","20","","","","","960.0"
