"EApps","Entry","1","0","-1","8","-1","","","","","14.52"
"EApps","Basic","1","1","-1","15","-1","","","","","21.74"
"EApps","Advanced","2","2","-1","25","-1","","","","","39.98"
"EApps","Premium","4","4","-1","75","-1","","","","","86.46"
"EApps","Enterprise","8","8","-1","150","-1","","","","","169.92"
